Player,Salary,Salary_Adj,Year
Ryan Bowen,"$1,111,111","$1,830,096",2002
Don Reid,"$1,100,000","$1,811,795",2002
Zach Randolph,"$1,095,720","$1,804,746",2002
Speedy Claxton,"$1,076,400","$1,772,924",2002
Ryan Humphrey,"$1,063,680","$1,751,973",2002
Brendan Haywood,"$1,051,920","$1,732,604",2002
Morris Peterson,"$1,033,320","$1,701,968",2002
Popeye Jones,"$1,030,000","$1,696,499",2002
Walt Williams,"$1,030,000","$1,696,499",2002
Mark Bryant,"$1,030,000","$1,696,499",2002
Brian Shaw,"$1,030,000","$1,696,499",2002
Kendall Gill,"$1,030,000","$1,696,499",2002
Rod Strickland,"$1,030,000","$1,696,499",2002
Scott Williams,"$1,030,000","$1,696,499",2002
Chris Dudley,"$1,030,000","$1,696,499",2002
Kevin Willis,"$1,030,000","$1,696,499",2002
Charles Oakley,"$1,030,000","$1,696,499",2002
Michael Jordan,"$1,030,000","$1,696,499",2002
Kareem Rush,"$1,021,080","$1,681,807",2002
Joseph Forte,"$1,009,920","$1,663,426",2002
Tim Hardaway,"$1,000,000","$1,647,087",2002
Mehmet Okur,"$1,000,000","$1,647,087",2002
Kevin Ollie,"$1,000,000","$1,647,087",2002
Calbert Cheaney,"$1,000,000","$1,647,087",2002
Donnell Harvey,"$992,040","$1,633,976",2002
Qyntel Woods,"$980,280","$1,614,606",2002
Jeryl Sasser,"$969,480","$1,596,818",2002
DeShawn Stevenson,"$952,320","$1,568,554",2002
Casey Jacobsen,"$941,040","$1,549,975",2002
Brandon Armstrong,"$930,720","$1,532,977",2002
Tayshaun Prince,"$903,360","$1,487,912",2002
Efthimios Rentzias,"$903,360","$1,487,912",2002
Danny Manning,"$900,000","$1,482,378",2002
Andrei Kirilenko,"$893,400","$1,471,507",2002
Monty Williams,"$887,435","$1,461,682",2002
Iakovos Tsakalidis,"$877,680","$1,445,615",2002
Gerald Wallace,"$857,760","$1,412,805",2002
Bobby Simmons,"$849,892","$1,399,846",2002
Mamadou N'diaye,"$848,520","$1,397,586",2002
Amal McCaskill,"$843,212","$1,388,843",2002
Frank Williams,"$832,560","$1,371,298",2002
Dalibor Bagaric,"$830,947","$1,368,642",2002
Emanual Davis,"$824,935","$1,358,739",2002
Cherokee Parks,"$824,935","$1,358,739",2002
Gary Trent,"$824,935","$1,358,739",2002
Voshon Lenard,"$824,935","$1,358,739",2002
Mark Madsen,"$813,000","$1,339,081",2002
Jamaal Tinsley,"$805,320","$1,326,432",2002
Primoz Brezec,"$805,320","$1,326,432",2002
Tony Parker,"$800,400","$1,318,328",2002
J.R. Reid,"$800,000","$1,317,669",2002
Jim Jackson,"$791,341","$1,303,407",2002
Chris Jefferies,"$781,800","$1,287,692",2002
Dan Dickau,"$776,880","$1,279,589",2002
Walter McCarty,"$762,435","$1,255,796",2002
Mark Blount,"$762,435","$1,255,796",2002
Erick Strickland,"$762,435","$1,255,796",2002
Milt Palacio,"$750,000","$1,235,315",2002
Robert Traylor,"$750,000","$1,235,315",2002
Darvin Ham,"$699,935","$1,152,854",2002
Anthony Johnson,"$699,935","$1,152,854",2002
Rick Brunson,"$699,935","$1,152,854",2002
Jacque Vaughn,"$699,935","$1,152,854",2002
Stephen Jackson,"$699,935","$1,152,854",2002
Samuel Dalembert,"$691,100","$1,138,302",2002
Erick Barkley,"$682,500","$1,124,137",2002
John Salmons,"$670,800","$1,104,866",2002
Loren Woods,"$662,435","$1,091,088",2002
Bruno Sundov,"$637,435","$1,049,911",2002
Adrian Griffin,"$637,435","$1,049,911",2002
Eddie House,"$637,435","$1,049,911",2002
Felipe Lopez,"$637,435","$1,049,911",2002
Mark Pope,"$637,435","$1,049,911",2002
Brian Skinner,"$637,435","$1,049,911",2002
Charles Smith,"$637,435","$1,049,911",2002
Damon Jones,"$637,435","$1,049,911",2002
Jelani McCoy,"$637,435","$1,049,911",2002
Raja Bell,"$612,435","$1,008,733",2002
Sean Marks,"$612,435","$1,008,733",2002
Ansu Sesay,"$612,435","$1,008,733",2002
Scott Padgett,"$612,435","$1,008,733",2002
Ira Newble,"$587,435","$967,556",2002
Ruben Wolkowyski,"$587,435","$967,556",2002
Pepe Sanchez,"$587,435","$967,556",2002
Juaquin Hawkins,"$587,435","$967,556",2002
Lavor Postell,"$587,435","$967,556",2002
Lee Nailon,"$587,435","$967,556",2002
Olumide Oyedeji,"$587,435","$967,556",2002
Dan Langhi,"$587,435","$967,556",2002
Jake Voskuhl,"$587,435","$967,556",2002
Brian Cardinal,"$587,435","$967,556",2002
Raul Lopez,"$578,160","$952,279",2002
Carlos Arroyo,"$546,000","$899,309",2002
Predrag Drobnjak,"$526,413","$867,048",2002
Mengke Bateer,"$512,453","$844,054",2002
Brian Scalabrine,"$512,435","$844,025",2002
Trenton Hassell,"$512,435","$844,025",2002
Chris Andersen,"$512,435","$844,025",2002
Gilbert Arenas,"$512,435","$844,025",2002
Terence Morris,"$512,435","$844,025",2002
Jamison Brewer,"$512,435","$844,025",2002
Tremaine Fowlkes,"$512,435","$844,025",2002
Malik Allen,"$512,435","$844,025",2002
Mike James,"$512,435","$844,025",2002
Kenny Satterfield,"$512,435","$844,025",2002
Alton Ford,"$512,435","$844,025",2002
Ruben Boumtje-Boumtje,"$512,435","$844,025",2002
Greg Foster,"$401,951","$662,048",2002
JR Bremer,"$349,458","$575,587",2002
Tamar Slay,"$349,458","$575,587",2002
Lonny Baxter,"$349,458","$575,587",2002
Roger Mason,"$349,458","$575,587",2002
Carlos Boozer,"$349,458","$575,587",2002
Smush Parker,"$349,458","$575,587",2002
Junior Harrington,"$349,458","$575,587",2002
Predrag Savovic,"$349,458","$575,587",2002
Vincent Yarbrough,"$349,458","$575,587",2002
Tito Maddox,"$349,458","$575,587",2002
Jannero Pargo,"$349,458","$575,587",2002
Chris Owens,"$349,458","$575,587",2002
Mike Batiste,"$349,458","$575,587",2002
Robert Archibald,"$349,458","$575,587",2002
Ken Johnson,"$349,458","$575,587",2002
Rasual Butler,"$349,458","$575,587",2002
Sean Lampley,"$349,458","$575,587",2002
Dan Gadzuric,"$349,458","$575,587",2002
Jamal Sampson,"$349,458","$575,587",2002
Ronald Murray,"$349,458","$575,587",2002
Igor Rakocevic,"$349,458","$575,587",2002
Reggie Evans,"$349,458","$575,587",2002
Pat Burke,"$349,458","$575,587",2002
Sam Clancy,"$349,458","$575,587",2002
Nate Huffman,"$349,458","$575,587",2002
Reggie Slater,"$321,926","$530,240",2002
Art Long,"$229,243","$377,583",2002
Jermaine Jackson,"$171,932","$283,187",2002
Oscar Torres,"$168,729","$277,911",2002
Adam Harrington,"$140,636","$231,639",2002
Anthony Goldwire,"$139,925","$230,468",2002
John Crotty,"$138,171","$227,579",2002
Pete Mickeal,"$136,374","$224,619",2002
Soumaila Samake,"$124,984","$205,859",2002
Ratko Varda,"$124,984","$205,859",2002
Dean Oliver,"$118,735","$195,566",2002
Antonio Harvey,"$60,361","$99,419",2002
Mark Strickland,"$60,361","$99,419",2002
Mike Wilks,"$55,402","$91,251",2002
Rafer Alston,"$37,344","$61,508",2002
Guy Rucker,"$34,946","$57,559",2002
Devin Brown,"$34,946","$57,559",2002
Paul Shirley,"$29,832","$49,135",2002
Kevin Garnett,"$28,000,000","$45,164,442",2003
Shaquille O'Neal,"$24,749,999","$39,922,139",2003
Dikembe Mutombo,"$17,714,291","$28,573,430",2003
Rasheed Wallace,"$17,000,000","$27,421,268",2003
Allan Houston,"$15,937,500","$25,707,439",2003
Chris Webber,"$15,937,500","$25,707,439",2003
Shawn Kemp,"$14,941,935","$24,101,577",2003
Shareef Abdur-Rahim,"$13,500,000","$21,775,713",2003
Vin Baker,"$13,500,000","$21,775,713",2003
Zydrunas Ilgauskas,"$13,500,000","$21,775,713",2003
Antoine Walker,"$13,500,000","$21,775,713",2003
Kobe Bryant,"$13,500,000","$21,775,713",2003
Latrell Sprewell,"$13,500,000","$21,775,713",2003
Antonio McDyess,"$13,500,000","$21,775,713",2003
Ray Allen,"$13,500,000","$21,775,713",2003
Allen Iverson,"$13,500,000","$21,775,713",2003
Anfernee Hardaway,"$13,500,000","$21,775,713",2003
Stephon Marbury,"$13,500,000","$21,775,713",2003
Michael Finley,"$13,281,250","$21,422,865",2003
Keith Van Horn,"$13,279,750","$21,420,446",2003
Grant Hill,"$13,279,750","$21,420,446",2003
Tracy McGrady,"$13,279,750","$21,420,446",2003
Jalen Rose,"$13,279,750","$21,420,446",2003
Jason Kidd,"$13,152,000","$21,214,383",2003
Jermaine O'Neal,"$13,152,000","$21,214,383",2003
Antonio Davis,"$12,925,000","$20,848,229",2003
Tim Duncan,"$12,676,125","$20,446,789",2003
Damon Stoudamire,"$12,375,000","$19,961,070",2003
Eddie Jones,"$12,333,750","$19,894,533",2003
Brian Grant,"$12,130,648","$19,566,926",2003
Vlade Divac,"$12,051,510","$19,439,275",2003
Nick Van Exel,"$11,956,625","$19,286,224",2003
Tim Thomas,"$11,825,000","$19,073,911",2003
Tom Gugliotta,"$11,670,000","$18,823,894",2003
Paul Pierce,"$11,326,219","$18,269,370",2003
Antawn Jamison,"$11,326,219","$18,269,370",2003
Dirk Nowitzki,"$11,326,219","$18,269,370",2003
Vince Carter,"$11,326,219","$18,269,370",2003
Terrell Brandon,"$11,100,000","$17,904,475",2003
Steve Francis,"$10,960,000","$17,678,653",2003
Elton Brand,"$10,960,000","$17,678,653",2003
Baron Davis,"$10,960,000","$17,678,653",2003
Shawn Marion,"$10,960,000","$17,678,653",2003
Glenn Robinson,"$10,730,000","$17,307,659",2003
Theo Ratliff,"$10,156,250","$16,382,191",2003
Lamar Odom,"$9,963,596","$16,071,437",2003
Mike Bibby,"$9,500,000","$15,323,649",2003
Kerry Kittles,"$9,266,666","$14,947,278",2003
Dale Davis,"$9,061,875","$14,616,947",2003
Toni Kukoc,"$9,056,250","$14,607,874",2003
Greg Ostertag,"$8,666,666","$13,979,469",2003
Gilbert Arenas,"$8,536,000","$13,768,702",2003
Jamal Mashburn,"$8,525,000","$13,750,959",2003
Jason Terry,"$8,333,333","$13,441,797",2003
Raef LaFrentz,"$8,178,750","$13,192,452",2003
Andre Miller,"$8,000,000","$12,904,126",2003
Wally Szczerbiak,"$8,000,000","$12,904,126",2003
PJ Brown,"$8,000,000","$12,904,126",2003
Glen Rice,"$7,885,000","$12,718,628",2003
Erick Dampier,"$7,842,000","$12,649,269",2003
Maurice Taylor,"$7,800,000","$12,581,523",2003
Derek Anderson,"$7,794,000","$12,571,845",2003
Wesley Person,"$7,700,000","$12,420,221",2003
Alan Henderson,"$7,682,188","$12,391,490",2003
Austin Croshere,"$7,610,000","$12,275,050",2003
Kelvin Cato,"$7,344,000","$11,845,987",2003
Marcus Camby,"$7,250,000","$11,694,364",2003
Rashard Lewis,"$7,012,987","$11,312,058",2003
Corey Maggette,"$7,000,000","$11,291,110",2003
Bonzi Wells,"$7,000,000","$11,291,110",2003
Brad Miller,"$7,000,000","$11,291,110",2003
Jerry Stackhouse,"$6,906,250","$11,139,890",2003
Doug Christie,"$6,900,000","$11,129,808",2003
Ron Mercer,"$6,750,000","$10,887,856",2003
Shandon Anderson,"$6,700,000","$10,807,205",2003
Chris Mills,"$6,600,000","$10,645,904",2003
Lorenzen Wright,"$6,600,000","$10,645,904",2003
Bo Outlaw,"$6,585,000","$10,621,708",2003
Richard Hamilton,"$6,500,000","$10,484,602",2003
Hakeem Olajuwon,"$6,326,923","$10,205,426",2003
Bob Sura,"$6,266,666","$10,108,231",2003
Predrag Stojakovic,"$6,250,000","$10,081,348",2003
Eddie Robinson,"$6,204,000","$10,007,149",2003
Tariq Abdul-Wahad,"$6,187,500","$9,980,535",2003
Jason Williams,"$6,187,500","$9,980,535",2003
Michael Dickerson,"$6,187,500","$9,980,535",2003
Charlie Ward,"$6,030,000","$9,726,485",2003
Jerome Williams,"$5,987,500","$9,657,932",2003
Howard Eisley,"$5,843,750","$9,426,061",2003
Jonathan Bender,"$5,800,000","$9,355,491",2003
Steve Nash,"$5,750,000","$9,274,840",2003
Vitaly Potapenko,"$5,715,000","$9,218,385",2003
Al Harrington,"$5,692,500","$9,182,092",2003
Jason Caffey,"$5,687,500","$9,174,027",2003
Jahidi White,"$5,676,091","$9,155,624",2003
Christian Laettner,"$5,625,000","$9,073,213",2003
Radoslav Nesterovic,"$5,600,000","$9,032,888",2003
Eric Williams,"$5,540,000","$8,936,107",2003
Ben Wallace,"$5,500,000","$8,871,586",2003
Kenny Thomas,"$5,500,000","$8,871,586",2003
Alvin Williams,"$5,500,000","$8,871,586",2003
Metta World Peace,"$5,473,684","$8,829,138",2003
Calvin Booth,"$5,446,800","$8,785,774",2003
Avery Johnson,"$5,445,600","$8,783,838",2003
Clarence Weatherspoon,"$5,445,600","$8,783,838",2003
Joe Smith,"$5,445,600","$8,783,838",2003
Todd MacCulloch,"$5,445,600","$8,783,838",2003
Ruben Patterson,"$5,445,600","$8,783,838",2003
Danny Fortson,"$5,428,602","$8,756,420",2003
Brent Barry,"$5,400,000","$8,710,285",2003
Cuttino Mobley,"$5,394,125","$8,700,808",2003
Kurt Thomas,"$5,394,125","$8,700,808",2003
Scot Pollard,"$5,309,563","$8,564,408",2003
Kenyon Martin,"$5,128,689","$8,272,656",2003
Sam Cassell,"$5,062,500","$8,165,892",2003
Ricky Davis,"$5,000,600","$8,066,046",2003
Chauncey Billups,"$5,000,600","$8,066,046",2003
Jerome James,"$5,000,600","$8,066,046",2003
Keon Clark,"$5,000,600","$8,066,046",2003
Larry Hughes,"$5,000,600","$8,066,046",2003
Nazr Mohammed,"$5,000,000","$8,065,078",2003
Corliss Williamson,"$5,000,000","$8,065,078",2003
Reggie Miller,"$5,000,000","$8,065,078",2003
Aaron McKie,"$5,000,000","$8,065,078",2003
Brevin Knight,"$5,000,000","$8,065,078",2003
Alonzo Mourning,"$4,917,000","$7,931,198",2003
Scottie Pippen,"$4,917,000","$7,931,198",2003
Gary Payton,"$4,917,000","$7,931,198",2003
James Posey,"$4,917,000","$7,931,198",2003
Michael Olowokandi,"$4,917,000","$7,931,198",2003
Juwan Howard,"$4,917,000","$7,931,198",2003
Malik Rose,"$4,916,250","$7,929,988",2003
Rick Fox,"$4,734,797","$7,637,302",2003
Clifford Robinson,"$4,700,000","$7,581,174",2003
Donyell Marshall,"$4,605,196","$7,428,253",2003
Stromile Swift,"$4,592,418","$7,407,642",2003
Devean George,"$4,546,000","$7,332,769",2003
Eric Snow,"$4,500,000","$7,258,571",2003
Robert Horry,"$4,500,000","$7,258,571",2003
Lamond Murray,"$4,500,000","$7,258,571",2003
Michael Stewart,"$4,480,000","$7,226,310",2003
Ervin Johnson,"$4,418,156","$7,126,555",2003
Travis Knight,"$4,402,500","$7,101,302",2003
Tony Battie,"$4,400,000","$7,097,269",2003
Adonal Foyle,"$4,400,000","$7,097,269",2003
Anthony Mason,"$4,348,094","$7,013,544",2003
Matt Harpring,"$4,290,000","$6,919,837",2003
Kwame Brown,"$4,252,080","$6,858,672",2003
Zeljko Rebraca,"$4,200,000","$6,774,666",2003
Yao Ming,"$4,147,560","$6,690,079",2003
Darius Miles,"$4,130,701","$6,662,885",2003
LeBron James,"$4,018,920","$6,482,581",2003
Elden Campbell,"$4,000,000","$6,452,063",2003
Jeff Foster,"$4,000,000","$6,452,063",2003
Derrick Coleman,"$4,000,000","$6,452,063",2003
David Wesley,"$3,960,000","$6,387,542",2003
Chucky Atkins,"$3,900,000","$6,290,761",2003
Marc Jackson,"$3,900,000","$6,290,761",2003
Tyson Chandler,"$3,804,360","$6,136,492",2003
Marcus Fizer,"$3,726,994","$6,011,700",2003
Jay Williams,"$3,710,880","$5,985,708",2003
Bruce Bowen,"$3,650,000","$5,887,507",2003
Lawrence Funderburke,"$3,600,000","$5,806,856",2003
Darko Milicic,"$3,595,800","$5,800,082",2003
Shawn Bradley,"$3,500,000","$5,645,555",2003
Moochie Norris,"$3,500,000","$5,645,555",2003
Eduardo Najera,"$3,428,572","$5,530,340",2003
Mike Miller,"$3,380,457","$5,452,730",2003
Mike Dunleavy,"$3,332,520","$5,375,407",2003
Jeff McInnis,"$3,300,000","$5,322,952",2003
Carmelo Anthony,"$3,229,200","$5,208,750",2003
Eddy Curry,"$3,080,160","$4,968,346",2003
Rodney Rogers,"$3,075,600","$4,960,991",2003
Evan Eschmeyer,"$3,017,266","$4,866,897",2003
Matt Maloney,"$3,006,260","$4,849,144",2003
Drew Gooden,"$3,004,560","$4,846,402",2003
Chris Crawford,"$3,000,000","$4,839,047",2003
Jon Barry,"$3,000,000","$4,839,047",2003
Lindsey Hunter,"$3,000,000","$4,839,047",2003
Speedy Claxton,"$3,000,000","$4,839,047",2003
Derek Fisher,"$3,000,000","$4,839,047",2003
Michael Redd,"$3,000,000","$4,839,047",2003
Eric Montross,"$2,960,000","$4,774,526",2003
Hubert Davis,"$2,956,250","$4,768,477",2003
Aaron Williams,"$2,925,000","$4,718,071",2003
Tony Delk,"$2,925,000","$4,718,071",2003
Othella Harrington,"$2,925,000","$4,718,071",2003
Bobby Jackson,"$2,925,000","$4,718,071",2003
Chris Bosh,"$2,911,320","$4,696,005",2003
Chris Mihm,"$2,809,494","$4,531,758",2003
George Lynch,"$2,800,000","$4,516,444",2003
Michael Curry,"$2,800,000","$4,516,444",2003
Jason Richardson,"$2,789,280","$4,499,152",2003
Nikoloz Tskitishvili,"$2,720,760","$4,388,628",2003
Pat Garrity,"$2,643,750","$4,264,410",2003
Greg Buckner,"$2,640,000","$4,258,361",2003
Dwyane Wade,"$2,636,400","$4,252,554",2003
Wang Zhizhi,"$2,620,943","$4,227,621",2003
Pau Gasol,"$2,618,395","$4,223,512",2003
John Amaechi,"$2,610,000","$4,209,971",2003
Jamal Crawford,"$2,577,937","$4,158,253",2003
Shane Battier,"$2,533,440","$4,086,478",2003
Lucious Harris,"$2,500,000","$4,032,539",2003
Earl Boykins,"$2,500,000","$4,032,539",2003
Eric Piatkowski,"$2,500,000","$4,032,539",2003
Predrag Drobnjak,"$2,500,000","$4,032,539",2003
Andrew DeClercq,"$2,500,000","$4,032,539",2003
Darrell Armstrong,"$2,475,000","$3,992,214",2003
Dajuan Wagner,"$2,471,280","$3,986,213",2003
Ira Newble,"$2,458,500","$3,965,599",2003
Kevin Ollie,"$2,458,500","$3,965,599",2003
Stacey Augmon,"$2,400,000","$3,871,237",2003
Chris Kaman,"$2,394,600","$3,862,527",2003
Joel Przybilla,"$2,373,309","$3,828,184",2003
Eddie Griffin,"$2,312,760","$3,730,518",2003
Cory Alexander,"$2,302,778","$3,714,417",2003
Keyon Dooling,"$2,256,444","$3,639,679",2003
Etan Thomas,"$2,200,942","$3,550,154",2003
Jim Jackson,"$2,200,000","$3,548,634",2003
Antonio Daniels,"$2,200,000","$3,548,634",2003
Kirk Hinrich,"$2,185,920","$3,525,923",2003
Courtney Alexander,"$2,168,193","$3,497,329",2003
Bimbo Coles,"$2,120,000","$3,419,592",2003
DeSagana Diop,"$2,118,840","$3,417,722",2003
Nenê,"$2,102,840","$3,391,914",2003
Troy Hudson,"$2,100,000","$3,387,333",2003
Chris Wilcox,"$2,066,760","$3,333,716",2003
TJ Ford,"$2,002,680","$3,230,354",2003
Hidayet Turkoglu,"$1,995,611","$3,218,952",2003
Rodney White,"$1,947,600","$3,141,509",2003
Marko Jaric,"$1,925,000","$3,105,055",2003
Amare Stoudemire,"$1,899,720","$3,064,278",2003
Desmond Mason,"$1,898,312","$3,062,007",2003
Joe Johnson,"$1,850,160","$2,984,337",2003
Mike Sweetney,"$1,840,800","$2,969,239",2003
Quentin Richardson,"$1,805,735","$2,912,679",2003
Caron Butler,"$1,804,680","$2,910,977",2003
Nate Huffman,"$1,760,000","$2,838,907",2003
Kedrick Brown,"$1,757,640","$2,835,101",2003
Jarvis Hayes,"$1,748,760","$2,820,777",2003
Jamaal Magloire,"$1,726,771","$2,785,308",2003
Jared Jeffries,"$1,714,440","$2,765,418",2003
Samaki Walker,"$1,700,000","$2,742,126",2003
Corie Blount,"$1,680,000","$2,709,866",2003
Vladimir Radmanovic,"$1,669,800","$2,693,413",2003
Morris Peterson,"$1,646,079","$2,655,151",2003
Melvin Ely,"$1,628,760","$2,627,215",2003
DeShawn Stevenson,"$1,616,087","$2,606,773",2003
Cezary Trybanski,"$1,600,000","$2,580,825",2003
Jerome Moiso,"$1,600,000","$2,580,825",2003
Dalibor Bagaric,"$1,599,076","$2,579,334",2003
Richard Jefferson,"$1,586,280","$2,558,694",2003
Iakovos Tsakalidis,"$1,580,702","$2,549,697",2003
Nick Collison,"$1,578,240","$2,545,726",2003
Marcus Haislip,"$1,547,280","$2,495,787",2003
Stanislav Medvedenko,"$1,540,000","$2,484,044",2003
Michael Doleac,"$1,540,000","$2,484,044",2003
Gordan Giricek,"$1,540,000","$2,484,044",2003
Mickael Pietrus,"$1,527,946","$2,464,601",2003
Malik Allen,"$1,510,000","$2,435,653",2003
Troy Murphy,"$1,506,960","$2,430,750",2003
Fred Jones,"$1,506,000","$2,429,201",2003
Jumaine Jones,"$1,500,000","$2,419,523",2003
Mark Jackson,"$1,500,000","$2,419,523",2003
Karl Malone,"$1,500,000","$2,419,523",2003
Brian Skinner,"$1,500,000","$2,419,523",2003
Erick Strickland,"$1,500,000","$2,419,523",2003
Tyronn Lue,"$1,500,000","$2,419,523",2003
Jake Voskuhl,"$1,500,000","$2,419,523",2003
Marcus Banks,"$1,499,400","$2,418,555",2003
Manu Ginobili,"$1,457,500","$2,350,970",2003
Steven Hunter,"$1,431,600","$2,309,193",2003
Luke Ridnour,"$1,424,400","$2,297,579",2003
Bostjan Nachbar,"$1,396,440","$2,252,479",2003
Kirk Haston,"$1,360,080","$2,193,830",2003
Reece Gaines,"$1,353,120","$2,182,603",2003
Earl Watson,"$1,336,500","$2,155,795",2003
Jiri Welsch,"$1,326,600","$2,139,826",2003
Bryce Drew,"$1,300,000","$2,096,920",2003
Michael Bradley,"$1,292,040","$2,084,080",2003
Troy Bell,"$1,285,440","$2,073,435",2003
Juan Dixon,"$1,260,360","$2,032,980",2003
Ryan Bowen,"$1,250,000","$2,016,269",2003
Jarron Collins,"$1,250,000","$2,016,269",2003
Jason Collins,"$1,227,480","$1,979,944",2003
Zarko Cabarkapa,"$1,221,240","$1,969,879",2003
Walter McCarty,"$1,200,000","$1,935,618",2003
Voshon Lenard,"$1,200,000","$1,935,618",2003
Daniel Santiago,"$1,200,000","$1,935,618",2003
Curtis Borchardt,"$1,187,240","$1,915,036",2003
Zach Randolph,"$1,172,160","$1,890,712",2003
Chris Childs,"$1,166,667","$1,881,852",2003
David West,"$1,160,160","$1,871,356",2003
Ryan Humphrey,"$1,143,360","$1,844,257",2003
Jeryl Sasser,"$1,125,729","$1,815,818",2003
Brendan Haywood,"$1,125,360","$1,815,223",2003
Aleksandar Pavlovic,"$1,107,960","$1,787,156",2003
Mehmet Okur,"$1,100,000","$1,774,317",2003
Kareem Rush,"$1,097,640","$1,770,510",2003
Joseph Forte,"$1,080,360","$1,742,637",2003
Kendall Gill,"$1,070,000","$1,725,926",2003
Calbert Cheaney,"$1,070,000","$1,725,926",2003
Popeye Jones,"$1,070,000","$1,725,926",2003
Kenny Anderson,"$1,070,000","$1,725,926",2003
Olden Polynice,"$1,070,000","$1,725,926",2003
Bryon Russell,"$1,070,000","$1,725,926",2003
Horace Grant,"$1,070,000","$1,725,926",2003
Sean Rooks,"$1,070,000","$1,725,926",2003
Steve Smith,"$1,070,000","$1,725,926",2003
Scott Williams,"$1,070,000","$1,725,926",2003
Anthony Peeler,"$1,070,000","$1,725,926",2003
Tony Massenburg,"$1,070,000","$1,725,926",2003
Kevin Willis,"$1,070,000","$1,725,926",2003
Chris Whitney,"$1,070,000","$1,725,926",2003
Dahntay Jones,"$1,063,680","$1,715,732",2003
Qyntel Woods,"$1,053,720","$1,699,666",2003
Boris Diaw,"$1,021,080","$1,647,018",2003
Casey Jacobsen,"$1,011,600","$1,631,726",2003
Dion Glover,"$1,000,000","$1,613,015",2003
