Player,Salary,Salary_Adj,Year
Devean George,"$1,600,000","$2,198,020",2009
Matt Barnes,"$1,600,000","$2,198,020",2009
James Johnson,"$1,594,080","$2,189,887",2009
Roy Hibbert,"$1,575,360","$2,164,170",2009
Oleksiy Pecherov,"$1,547,640","$2,126,090",2009
Marco Belinelli,"$1,547,640","$2,126,090",2009
Jrue Holiday,"$1,514,280","$2,080,261",2009
JaVale McGee,"$1,496,640","$2,056,028",2009
Javaris Crittenton,"$1,477,920","$2,030,311",2009
Ty Lawson,"$1,438,690","$1,976,418",2009
JJ Hickson,"$1,429,200","$1,963,381",2009
Jason Smith,"$1,418,880","$1,949,204",2009
Jeff Teague,"$1,373,880","$1,887,385",2009
Alexis Ajinca,"$1,372,080","$1,884,912",2009
Daequan Cook,"$1,362,120","$1,871,229",2009
Eric Maynor,"$1,318,920","$1,811,883",2009
Ryan Anderson,"$1,317,120","$1,809,410",2009
Jared Dudley,"$1,307,640","$1,796,387",2009
Joe Smith,"$1,306,455","$1,794,759",2009
Theo Ratliff,"$1,306,455","$1,794,759",2009
Lindsey Hunter,"$1,306,455","$1,794,759",2009
Anthony Carter,"$1,306,455","$1,794,759",2009
Brian Skinner,"$1,306,455","$1,794,759",2009
Kevin Ollie,"$1,306,455","$1,794,759",2009
Adonal Foyle,"$1,306,455","$1,794,759",2009
Jason Williams,"$1,306,455","$1,794,759",2009
Juwan Howard,"$1,306,455","$1,794,759",2009
Ben Wallace,"$1,306,445","$1,794,745",2009
Malik Allen,"$1,300,000","$1,785,891",2009
Darren Collison,"$1,266,120","$1,739,348",2009
Courtney Lee,"$1,264,440","$1,737,040",2009
Wilson Chandler,"$1,255,440","$1,724,676",2009
Ronnie Price,"$1,250,000","$1,717,203",2009
Jamaal Magloire,"$1,229,225","$1,688,663",2009
Kosta Koufos,"$1,214,040","$1,667,802",2009
Allen Iverson,"$1,191,180","$1,636,398",2009
Earl Boykins,"$1,191,180","$1,636,398",2009
Sean Marks,"$1,187,686","$1,631,598",2009
Jason Collins,"$1,181,803","$1,623,516",2009
Jarron Collins,"$1,181,803","$1,623,516",2009
Omri Casspi,"$1,167,000","$1,603,181",2009
Rudy Fernandez,"$1,165,320","$1,600,873",2009
Serge Ibaka,"$1,120,200","$1,538,888",2009
BJ Mullens,"$1,120,200","$1,538,888",2009
Nicolas Batum,"$1,118,760","$1,536,910",2009
Aaron Brooks,"$1,118,520","$1,536,581",2009
Carlos Arroyo,"$1,107,572","$1,521,541",2009
Primoz Brezec,"$1,107,572","$1,521,541",2009
Devin Brown,"$1,100,000","$1,511,138",2009
Arron Afflalo,"$1,086,240","$1,492,236",2009
George Hill,"$1,081,680","$1,485,971",2009
Ian Mahinmi,"$1,079,640","$1,483,169",2009
Rodrigue Beaubois,"$1,075,440","$1,477,399",2009
Alando Tucker,"$1,071,720","$1,472,288",2009
Chris Quinn,"$1,055,000","$1,449,319",2009
Darrell Arthur,"$1,050,480","$1,443,110",2009
Royal Ivey,"$1,050,000","$1,442,450",2009
Donte Greene,"$1,044,000","$1,434,208",2009
Taj Gibson,"$1,039,800","$1,428,438",2009
DJ White,"$1,036,440","$1,423,822",2009
Keith Bogans,"$1,033,342","$1,419,566",2009
Quinton Ross,"$1,033,342","$1,419,566",2009
James Singleton,"$1,030,189","$1,415,235",2009
JR Giddens,"$1,028,880","$1,413,436",2009
DeMarre Carroll,"$1,009,680","$1,387,060",2009
Wayne Ellington,"$1,003,560","$1,378,653",2009
CJ Watson,"$1,000,497","$1,374,445",2009
Aaron Gray,"$1,000,497","$1,374,445",2009
Greg Buckner,"$1,000,000","$1,373,762",2009
Toney Douglas,"$996,240","$1,368,597",2009
Josh Powell,"$959,111","$1,317,590",2009
Didier Ilunga-Mbenga,"$959,111","$1,317,590",2009
Yakhouba Diawara,"$945,000","$1,298,205",2009
Stephen Graham,"$884,881","$1,215,616",2009
Joey Graham,"$884,881","$1,215,616",2009
Johan Petro,"$884,881","$1,215,616",2009
Luther Head,"$884,881","$1,215,616",2009
Ike Diogu,"$884,881","$1,215,616",2009
Sean May,"$884,881","$1,215,616",2009
Joey Dorsey,"$881,000","$1,210,284",2009
Kyle Weaver,"$870,968","$1,196,503",2009
Kyrylo Fesenko,"$870,000","$1,195,173",2009
Randolph Morris,"$855,189","$1,174,826",2009
Leon Powe,"$855,189","$1,174,826",2009
Steve Novak,"$855,189","$1,174,826",2009
Marcus Williams,"$855,189","$1,174,826",2009
Rodney Carney,"$855,189","$1,174,826",2009
Louis Amundson,"$855,189","$1,174,826",2009
DeJuan Blair,"$850,000","$1,167,698",2009
Ime Udoka,"$838,034","$1,151,259",2009
Shelden Williams,"$825,497","$1,134,036",2009
Will Bynum,"$825,497","$1,134,036",2009
Josh McRoberts,"$825,497","$1,134,036",2009
Joel Anthony,"$825,497","$1,134,036",2009
Dominic McGuire,"$825,497","$1,134,036",2009
Marcus Haislip,"$825,497","$1,134,036",2009
Sam Young,"$824,200","$1,132,255",2009
Jonathan Bender,"$801,361","$1,100,879",2009
Mario Chalmers,"$773,500","$1,062,605",2009
Darnell Jackson,"$736,420","$1,011,666",2009
Jawad Williams,"$736,420","$1,011,666",2009
Anthony Morrow,"$736,420","$1,011,666",2009
DeAndre Jordan,"$736,420","$1,011,666",2009
Bobby Brown,"$736,420","$1,011,666",2009
Luc Mbah a Moute,"$736,420","$1,011,666",2009
Nathan Jawai,"$736,420","$1,011,666",2009
Henry Walker,"$736,420","$1,011,666",2009
Malik Hairston,"$736,420","$1,011,666",2009
Sonny Weems,"$736,420","$1,011,666",2009
Chris Douglas-Roberts,"$736,000","$1,011,089",2009
Jermaine Taylor,"$725,000","$995,977",2009
Jodie Meeks,"$650,000","$892,945",2009
Chris Hunter,"$632,455","$868,843",2009
Kareem Rush,"$534,906","$734,833",2009
Jason Hart,"$521,384","$716,257",2009
Marcus Thornton,"$457,888","$629,029",2009
Marcus Landry,"$457,588","$628,617",2009
Derrick Brown,"$457,588","$628,617",2009
Danny Green,"$457,588","$628,617",2009
Jonas Jerebko,"$457,588","$628,617",2009
DaJuan Summers,"$457,588","$628,617",2009
Chase Budinger,"$457,588","$628,617",2009
AJ Price,"$457,588","$628,617",2009
Taylor Griffin,"$457,588","$628,617",2009
Dante Cunningham,"$457,588","$628,617",2009
Jeff Ayres,"$457,588","$628,617",2009
Patrick Mills,"$457,588","$628,617",2009
Jon Brockman,"$457,588","$628,617",2009
Wesley Matthews,"$457,588","$628,617",2009
Mario West,"$446,740","$613,714",2009
Anthony Tolliver,"$411,529","$565,342",2009
Lester Hudson,"$392,987","$539,869",2009
Coby Karl,"$355,215","$487,981",2009
Shavlik Randolph,"$343,542","$471,944",2009
Pops Mensah-Bonsu,"$330,199","$453,614",2009
Othello Hunter,"$307,564","$422,519",2009
Roko Ukic,"$303,232","$416,568",2009
Shaun Livingston,"$296,695","$407,588",2009
Sundiata Gaines,"$269,169","$369,774",2009
Ryan Bowen,"$209,592","$287,929",2009
Garrett Temple,"$180,344","$247,749",2009
Mike Wilks,"$175,908","$241,655",2009
Antonio Anderson,"$139,968","$192,282",2009
Cartier Martin,"$86,638","$119,020",2009
Quincy Douby,"$85,519","$117,482",2009
Paul Davis,"$80,488","$110,571",2009
Desmond Mason,"$76,850","$105,573",2009
Mike Harris,"$64,978","$89,264",2009
Cedric Jackson,"$53,834","$73,955",2009
Will Conroy,"$48,559","$66,708",2009
Chris Richard,"$43,319","$59,510",2009
JamesOn Curry,"$26,917","$36,977",2009
Kobe Bryant,"$24,806,250","$33,722,683",2010
Rashard Lewis,"$19,573,711","$26,609,344",2010
Kevin Garnett,"$18,800,000","$25,557,528",2010
Tim Duncan,"$18,700,000","$25,421,584",2010
Michael Redd,"$18,300,000","$24,877,807",2010
Pau Gasol,"$17,823,000","$24,229,353",2010
Andrei Kirilenko,"$17,823,000","$24,229,353",2010
Gilbert Arenas,"$17,730,694","$24,103,868",2010
Yao Ming,"$17,686,100","$24,043,245",2010
Zach Randolph,"$17,666,666","$24,016,825",2010
Vince Carter,"$17,300,000","$23,518,364",2010
Dirk Nowitzki,"$17,278,618","$23,489,296",2010
Carmelo Anthony,"$17,149,243","$23,313,418",2010
Dwight Howard,"$16,647,180","$22,630,892",2010
Kenyon Martin,"$16,545,454","$22,492,602",2010
Amare Stoudemire,"$16,486,611","$22,412,608",2010
Joe Johnson,"$16,324,500","$22,192,227",2010
Elton Brand,"$15,959,099","$21,695,485",2010
Predrag Stojakovic,"$15,532,320","$21,115,303",2010
Chris Paul,"$14,940,153","$20,310,286",2010
Deron Williams,"$14,940,152","$20,310,285",2010
LeBron James,"$14,500,000","$19,711,923",2010
Chris Bosh,"$14,500,000","$19,711,923",2010
Jason Richardson,"$14,444,444","$19,636,398",2010
Carlos Boozer,"$14,400,000","$19,575,979",2010
Dwyane Wade,"$14,200,000","$19,304,091",2010
Paul Pierce,"$13,876,321","$18,864,067",2010
Andrew Bynum,"$13,700,000","$18,624,369",2010
Rudy Gay,"$13,603,750","$18,493,523",2010
Brandon Roy,"$13,520,500","$18,380,349",2010
Tony Parker,"$13,500,000","$18,352,480",2010
Samuel Dalembert,"$13,428,129","$18,254,776",2010
Antawn Jamison,"$13,358,905","$18,160,670",2010
Nick Collison,"$13,250,000","$18,012,620",2010
Chauncey Billups,"$13,150,000","$17,876,675",2010
Baron Davis,"$13,000,000","$17,672,759",2010
Al Jefferson,"$13,000,000","$17,672,759",2010
Tyson Chandler,"$12,600,000","$17,128,982",2010
Richard Hamilton,"$12,500,000","$16,993,037",2010
Andre Iguodala,"$12,345,250","$16,782,664",2010
Troy Murphy,"$11,968,253","$16,270,158",2010
Manu Ginobili,"$11,854,584","$16,115,631",2010
Chris Kaman,"$11,800,000","$16,041,427",2010
Marcus Camby,"$11,749,832","$15,973,227",2010
Josh Smith,"$11,600,000","$15,769,539",2010
Eddy Curry,"$11,530,592","$15,675,182",2010
Emeka Okafor,"$11,495,000","$15,626,797",2010
Nenê,"$11,360,000","$15,443,272",2010
Luol Deng,"$11,345,000","$15,422,881",2010
LaMarcus Aldridge,"$11,244,000","$15,285,577",2010
Tayshaun Prince,"$11,148,760","$15,156,104",2010
Kevin Martin,"$11,100,005","$15,089,824",2010
Monta Ellis,"$11,000,000","$14,953,873",2010
Andrew Bogut,"$11,000,000","$14,953,873",2010
Danny Granger,"$10,973,202","$14,917,442",2010
Jamal Crawford,"$10,800,000","$14,681,984",2010
Ben Gordon,"$10,800,000","$14,681,984",2010
David Lee,"$10,800,000","$14,681,984",2010
Jason Terry,"$10,650,000","$14,478,068",2010
Mike Dunleavy,"$10,561,984","$14,358,415",2010
Caron Butler,"$10,561,960","$14,358,382",2010
Gerald Wallace,"$10,500,000","$14,274,151",2010
Steve Nash,"$10,310,938","$14,017,132",2010
Hidayet Turkoglu,"$10,215,850","$13,887,866",2010
Ray Allen,"$10,000,000","$13,594,430",2010
Mehmet Okur,"$9,945,000","$13,519,660",2010
Corey Maggette,"$9,600,000","$13,050,653",2010
Maurice Williams,"$9,300,000","$12,642,820",2010
Rajon Rondo,"$9,090,911","$12,358,575",2010
Kirk Hinrich,"$9,000,000","$12,234,987",2010
Boris Diaw,"$9,000,000","$12,234,987",2010
Andris Biedrins,"$9,000,000","$12,234,987",2010
Jose Calderon,"$9,000,000","$12,234,987",2010
Devin Harris,"$8,981,000","$12,209,157",2010
Jason Kidd,"$8,610,500","$11,705,484",2010
TJ Ford,"$8,500,000","$11,555,265",2010
Andrea Bargnani,"$8,500,000","$11,555,265",2010
Stephen Jackson,"$8,453,250","$11,491,711",2010
Richard Jefferson,"$8,400,000","$11,419,321",2010
David West,"$8,287,500","$11,266,384",2010
Lamar Odom,"$8,200,000","$11,147,432",2010
John Salmons,"$8,000,000","$10,875,544",2010
Jameer Nelson,"$7,800,000","$10,603,655",2010
Luis Scola,"$7,775,378","$10,570,183",2010
Marko Jaric,"$7,625,000","$10,365,753",2010
Paul Millsap,"$7,600,000","$10,331,767",2010
Raymond Felton,"$7,500,000","$10,195,822",2010
Joel Przybilla,"$7,405,300","$10,067,083",2010
Shane Battier,"$7,354,500","$9,998,023",2010
Shawn Marion,"$7,305,500","$9,931,411",2010
Anderson Varejao,"$7,281,818","$9,899,216",2010
Andre Miller,"$7,269,264","$9,882,150",2010
JJ Redick,"$7,250,000","$9,855,961",2010
Dan Gadzuric,"$7,248,325","$9,853,684",2010
James Posey,"$7,148,800","$9,718,386",2010
Leandro Barbosa,"$7,100,000","$9,652,045",2010
Charlie Villanueva,"$7,020,000","$9,543,290",2010
Travis Outlaw,"$7,000,000","$9,516,101",2010
Brendan Haywood,"$6,900,000","$9,380,156",2010
Vladimir Radmanovic,"$6,883,800","$9,358,133",2010
Jared Jeffries,"$6,883,800","$9,358,133",2010
Nazr Mohammed,"$6,883,800","$9,358,133",2010
Andres Nocioni,"$6,850,000","$9,312,184",2010
Greg Oden,"$6,760,524","$9,190,547",2010
JR Smith,"$6,757,851","$9,186,913",2010
Marvin Williams,"$6,712,500","$9,125,261",2010
Morris Peterson,"$6,665,000","$9,060,687",2010
Jeff Foster,"$6,655,000","$9,047,093",2010
Jason Kapono,"$6,641,440","$9,028,659",2010
Tyrus Thomas,"$6,611,570","$8,988,052",2010
Josh Childress,"$6,500,000","$8,836,379",2010
DeSagana Diop,"$6,478,600","$8,807,287",2010
Beno Udrih,"$6,478,600","$8,807,287",2010
Rasheed Wallace,"$6,322,320","$8,594,833",2010
Metta World Peace,"$6,322,320","$8,594,833",2010
Trevor Ariza,"$6,322,320","$8,594,833",2010
Marcin Gortat,"$6,322,320","$8,594,833",2010
Kevin Durant,"$6,053,663","$8,229,609",2010
Andray Blatche,"$5,900,000","$8,020,713",2010
Jermaine O'Neal,"$5,765,000","$7,837,189",2010
Al Harrington,"$5,765,000","$7,837,189",2010
Wesley Matthews,"$5,765,000","$7,837,189",2010
Drew Gooden,"$5,760,000","$7,830,391",2010
Kyle Lowry,"$5,750,000","$7,816,797",2010
Mike Bibby,"$5,564,767","$7,564,983",2010
Derrick Rose,"$5,546,160","$7,539,688",2010
Nenad Krstic,"$5,543,116","$7,535,550",2010
Jamaal Tinsley,"$5,500,000","$7,476,936",2010
Francisco Garcia,"$5,500,000","$7,476,936",2010
Sasha Vujacic,"$5,475,113","$7,443,104",2010
Al Horford,"$5,444,857","$7,401,972",2010
Blake Griffin,"$5,357,280","$7,282,916",2010
Mickael Pietrus,"$5,300,000","$7,205,048",2010
Luke Walton,"$5,260,000","$7,150,670",2010
Channing Frye,"$5,200,000","$7,069,103",2010
John Wall,"$5,144,280","$6,993,355",2010
Reggie Evans,"$5,080,000","$6,905,970",2010
Kyle Korver,"$5,000,000","$6,797,215",2010
Jason Maxiell,"$5,000,000","$6,797,215",2010
Mike Miller,"$5,000,000","$6,797,215",2010
Louis Williams,"$5,000,000","$6,797,215",2010
Amir Johnson,"$5,000,000","$6,797,215",2010
Linas Kleiza,"$4,995,000","$6,790,417",2010
Michael Beasley,"$4,962,240","$6,745,882",2010
Mike Conley,"$4,913,007","$6,678,953",2010
Antonio McDyess,"$4,860,000","$6,606,893",2010
Marcus Banks,"$4,847,586","$6,590,016",2010
Darius Songaila,"$4,818,000","$6,549,796",2010
Martell Webster,"$4,800,000","$6,525,326",2010
Hasheem Thabeet,"$4,793,280","$6,516,191",2010
Ronnie Brewer,"$4,790,000","$6,511,732",2010
Kendrick Perkins,"$4,640,208","$6,308,098",2010
Evan Turner,"$4,602,720","$6,257,135",2010
Jarrett Jack,"$4,600,000","$6,253,437",2010
Chris Andersen,"$4,533,300","$6,162,763",2010
OJ Mayo,"$4,456,200","$6,057,950",2010
Jeff Green,"$4,455,988","$6,057,661",2010
Charlie Bell,"$4,447,792","$6,046,519",2010
Brad Miller,"$4,400,000","$5,981,549",2010
Darko Milicic,"$4,325,000","$5,879,591",2010
James Harden,"$4,304,520","$5,851,749",2010
Matt Carroll,"$4,300,000","$5,845,605",2010
Zaza Pachulia,"$4,251,250","$5,779,332",2010
Randy Foye,"$4,250,000","$5,777,632",2010
Hakim Warrick,"$4,250,000","$5,777,632",2010
Nate Robinson,"$4,200,000","$5,709,660",2010
DeShawn Stevenson,"$4,151,786","$5,644,116",2010
Derrick Favors,"$4,133,280","$5,618,958",2010
Yi Jianlian,"$4,050,499","$5,506,422",2010
Russell Westbrook,"$4,017,720","$5,461,861",2010
Daniel Gibson,"$4,015,334","$5,458,617",2010
Anthony Morrow,"$4,000,000","$5,437,772",2010
Ryan Gomes,"$4,000,000","$5,437,772",2010
Steve Blake,"$4,000,000","$5,437,772",2010
Nikola Pekovic,"$4,000,000","$5,437,772",2010
Luke Ridnour,"$4,000,000","$5,437,772",2010
Ronny Turiaf,"$4,000,000","$5,437,772",2010
Brandon Bass,"$4,000,000","$5,437,772",2010
Willie Green,"$3,976,000","$5,405,145",2010
Ramon Sessions,"$3,964,320","$5,389,267",2010
Tyreke Evans,"$3,880,920","$5,275,889",2010
Jordan Farmar,"$3,750,000","$5,097,911",2010
Wesley Johnson,"$3,726,600","$5,066,100",2010
Corey Brewer,"$3,703,472","$5,034,659",2010
Derek Fisher,"$3,700,000","$5,029,939",2010
CJ Miles,"$3,700,000","$5,029,939",2010
Kevin Love,"$3,638,280","$4,946,034",2010
Timofey Mozgov,"$3,567,096","$4,849,263",2010
Shaun Livingston,"$3,500,000","$4,758,050",2010
Dorell Wright,"$3,500,000","$4,758,050",2010
Udonis Haslem,"$3,500,000","$4,758,050",2010
Carlos Delfino,"$3,500,000","$4,758,050",2010
Chris Duhon,"$3,500,000","$4,758,050",2010
Marc Gasol,"$3,480,000","$4,730,861",2010
Tiago Splitter,"$3,400,000","$4,622,106",2010
Brandan Wright,"$3,398,072","$4,619,485",2010
DeMarcus Cousins,"$3,374,640","$4,587,630",2010
Grant Hill,"$3,324,000","$4,518,788",2010
Danilo Gallinari,"$3,304,560","$4,492,361",2010
Glen Davis,"$3,300,000","$4,486,161",2010
Joel Anthony,"$3,300,000","$4,486,161",2010
Kelenna Azubuike,"$3,300,000","$4,486,161",2010
Johan Petro,"$3,250,000","$4,418,189",2010
Will Bynum,"$3,250,000","$4,418,189",2010
Thabo Sefolosha,"$3,250,000","$4,418,189",2010
Kris Humphries,"$3,200,000","$4,350,217",2010
Jonny Flynn,"$3,192,000","$4,339,342",2010
Joakim Noah,"$3,128,536","$4,253,066",2010
CJ Watson,"$3,100,000","$4,214,273",2010
Ekpe Udoh,"$3,065,040","$4,166,747",2010
Eric Gordon,"$3,016,680","$4,101,004",2010
Eduardo Najera,"$3,000,000","$4,078,329",2010
Chris Wilcox,"$3,000,000","$4,078,329",2010
Jamario Moon,"$3,000,000","$4,078,329",2010
Tony Allen,"$3,000,000","$4,078,329",2010
Carl Landry,"$3,000,000","$4,078,329",2010
Matt Bonner,"$3,000,000","$4,078,329",2010
Raja Bell,"$3,000,000","$4,078,329",2010
Josh Howard,"$3,000,000","$4,078,329",2010
Spencer Hawes,"$2,974,320","$4,043,418",2010
Stephen Curry,"$2,913,840","$3,961,199",2010
Thaddeus Young,"$2,901,241","$3,944,071",2010
Julian Wright,"$2,858,057","$3,885,365",2010
Anthony Parker,"$2,855,700","$3,882,161",2010
Al Thornton,"$2,814,196","$3,825,739",2010
Greg Monroe,"$2,798,040","$3,803,775",2010
Rodney Stuckey,"$2,767,126","$3,761,750",2010
Sebastian Telfair,"$2,700,000","$3,670,496",2010
Jordan Hill,"$2,669,520","$3,629,060",2010
Nick Young,"$2,630,503","$3,576,018",2010
Al-Farouq Aminu,"$2,563,320","$3,484,687",2010
DJ Augustin,"$2,540,400","$3,453,529",2010
Dahntay Jones,"$2,500,000","$3,398,607",2010
David Andersen,"$2,500,000","$3,398,607",2010
Maurice Evans,"$2,500,000","$3,398,607",2010
Marquis Daniels,"$2,470,000","$3,357,824",2010
DeMar DeRozan,"$2,453,880","$3,335,910",2010
Brook Lopez,"$2,413,320","$3,280,771",2010
Rasual Butler,"$2,400,000","$3,262,663",2010
Marco Belinelli,"$2,380,270","$3,235,841",2010
Gordon Hayward,"$2,356,320","$3,203,282",2010
Ryan Hollins,"$2,333,333","$3,172,033",2010
Brandon Jennings,"$2,331,120","$3,169,024",2010
Ersan Ilyasova,"$2,320,500","$3,154,587",2010
Craig Smith,"$2,300,000","$3,126,718",2010
Jerryd Bayless,"$2,292,600","$3,116,659",2010
Quentin Richardson,"$2,265,000","$3,079,138",2010
Paul George,"$2,238,360","$3,042,922",2010
Louis Amundson,"$2,225,000","$3,024,760",2010
Terrence Williams,"$2,214,480","$3,010,459",2010
Shannon Brown,"$2,200,000","$2,990,774",2010
Anthony Tolliver,"$2,200,000","$2,990,774",2010
Jason Smith,"$2,187,913","$2,974,343",2010
Jason Thompson,"$2,178,000","$2,960,866",2010
Daequan Cook,"$2,169,857","$2,949,796",2010
Jared Dudley,"$2,151,068","$2,924,254",2010
Wilson Chandler,"$2,130,482","$2,896,268",2010
Cole Aldrich,"$2,126,520","$2,890,882",2010
Gerald Henderson,"$2,103,840","$2,860,050",2010
Ben Wallace,"$2,080,000","$2,827,641",2010
Brandon Rush,"$2,069,049","$2,812,754",2010
Xavier Henry,"$2,020,200","$2,746,346",2010
Aaron Brooks,"$2,016,692","$2,741,577",2010
Keyon Dooling,"$2,000,000","$2,718,886",2010
Tyler Hansbrough,"$1,998,600","$2,716,982",2010
Chuck Hayes,"$1,972,500","$2,681,501",2010
Goran Dragic,"$1,972,000","$2,680,821",2010
Anthony Randolph,"$1,965,720","$2,672,284",2010
Arron Afflalo,"$1,959,577","$2,663,933",2010
Ed Davis,"$1,919,160","$2,608,988",2010
Earl Clark,"$1,898,760","$2,581,256",2010
Jason Williams,"$1,877,145","$2,551,871",2010
Robin Lopez,"$1,867,320","$2,538,515",2010
Patrick Patterson,"$1,823,280","$2,478,645",2010
Jose Juan Barea,"$1,815,000","$2,467,389",2010
Austin Daye,"$1,803,720","$2,452,054",2010
Marreese Speights,"$1,773,960","$2,411,597",2010
Matt Barnes,"$1,765,000","$2,399,416",2010
Larry Sanders,"$1,731,960","$2,354,500",2010
Omer Asik,"$1,721,000","$2,339,601",2010
James Johnson,"$1,713,600","$2,329,541",2010
Roy Hibbert,"$1,685,280","$2,291,042",2010
Renaldo Balkman,"$1,675,000","$2,277,067",2010
Luke Babbitt,"$1,645,440","$2,236,881",2010
Jrue Holiday,"$1,627,920","$2,213,064",2010
JaVale McGee,"$1,601,040","$2,176,522",2010
Keith Bogans,"$1,600,000","$2,175,108",2010
Hamed Haddadi,"$1,600,000","$2,175,108",2010
Kevin Seraphin,"$1,563,120","$2,124,972",2010
Ty Lawson,"$1,546,560","$2,102,460",2010
JJ Hickson,"$1,528,920","$2,078,479",2010
Solomon Jones,"$1,500,000","$2,039,164",2010
Eric Bledsoe,"$1,485,000","$2,018,772",2010
Jeff Teague,"$1,476,840","$2,007,679",2010
Alexis Ajinca,"$1,467,840","$1,995,444",2010
Avery Bradley,"$1,418,160","$1,927,907",2010
Eric Maynor,"$1,417,800","$1,927,418",2010
Courtney Lee,"$1,409,040","$1,915,509",2010
Ryan Anderson,"$1,409,040","$1,915,509",2010
Roger Mason,"$1,400,000","$1,903,220",2010
Ronnie Price,"$1,380,000","$1,876,031",2010
James Anderson,"$1,361,400","$1,850,745",2010
Darren Collison,"$1,361,040","$1,850,256",2010
Kosta Koufos,"$1,352,640","$1,838,837",2010
Jason Collins,"$1,352,181","$1,838,213",2010
Shaquille O'Neal,"$1,352,181","$1,838,213",2010
Kurt Thomas,"$1,352,181","$1,838,213",2010
Brian Cardinal,"$1,352,181","$1,838,213",2010
Tracy McGrady,"$1,352,181","$1,838,213",2010
Theo Ratliff,"$1,352,181","$1,838,213",2010
Joe Smith,"$1,352,181","$1,838,213",2010
Zydrunas Ilgauskas,"$1,352,181","$1,838,213",2010
Juwan Howard,"$1,352,181","$1,838,213",2010
Eddie House,"$1,352,181","$1,838,213",2010
Earl Boykins,"$1,352,181","$1,838,213",2010
Anthony Carter,"$1,352,181","$1,838,213",2010
Tony Battie,"$1,352,181","$1,838,213",2010
Craig Brackins,"$1,306,920","$1,776,683",2010
Sean Marks,"$1,264,687","$1,719,269",2010
Elliot Williams,"$1,254,720","$1,705,720",2010
Omri Casspi,"$1,254,480","$1,705,394",2010
Rudy Fernandez,"$1,246,680","$1,694,790",2010
Kwame Brown,"$1,229,255","$1,671,102",2010
Brian Scalabrine,"$1,229,255","$1,671,102",2010
Jamaal Magloire,"$1,229,255","$1,671,102",2010
Malik Allen,"$1,229,255","$1,671,102",2010
Earl Watson,"$1,229,255","$1,671,102",2010
Etan Thomas,"$1,223,166","$1,662,824",2010
Melvin Ely,"$1,223,166","$1,662,824",2010
Carlos Arroyo,"$1,223,166","$1,662,824",2010
Trevor Booker,"$1,204,560","$1,637,530",2010
Serge Ibaka,"$1,204,200","$1,637,041",2010
BJ Mullens,"$1,204,200","$1,637,041",2010
Royal Ivey,"$1,200,000","$1,631,331",2010
Nicolas Batum,"$1,196,760","$1,626,927",2010
George Hill,"$1,157,160","$1,573,093",2010
Damion James,"$1,156,320","$1,571,951",2010
Rodrigue Beaubois,"$1,156,080","$1,571,624",2010
Quinton Ross,"$1,146,337","$1,558,379",2010
Brian Cook,"$1,146,337","$1,558,379",2010
Francisco Elson,"$1,146,337","$1,558,379",2010
Erick Dampier,"$1,129,469","$1,535,448",2010
Darrell Arthur,"$1,123,680","$1,527,578",2010
Taj Gibson,"$1,117,680","$1,519,422",2010
Donte Greene,"$1,116,840","$1,518,280",2010
Dominique Jones,"$1,110,120","$1,509,144",2010
DJ White,"$1,108,680","$1,507,187",2010
Kyrylo Fesenko,"$1,087,500","$1,478,394",2010
DeMarre Carroll,"$1,085,400","$1,475,539",2010
Wayne Ellington,"$1,078,800","$1,466,567",2010
Quincy Pondexter,"$1,073,280","$1,459,063",2010
Toney Douglas,"$1,071,000","$1,455,963",2010
Josh Powell,"$1,069,609","$1,454,072",2010
Delonte West,"$1,069,509","$1,453,936",2010
James Jones,"$1,069,509","$1,453,936",2010
Didier Ilunga-Mbenga,"$1,069,509","$1,453,936",2010
Jordan Crawford,"$1,042,320","$1,416,974",2010
Greivis Vasquez,"$1,035,960","$1,408,328",2010
Aaron Gray,"$1,028,840","$1,398,649",2010
Daniel Orton,"$1,028,400","$1,398,051",2010
Christian Eyenga,"$1,020,960","$1,387,936",2010
Lazar Hayward,"$1,020,960","$1,387,936",2010
Jon Brockman,"$1,000,000","$1,359,443",2010
Hilton Armstrong,"$992,680","$1,349,491",2010
Stephen Graham,"$992,680","$1,349,491",2010
Joey Graham,"$992,680","$1,349,491",2010
Fabricio Oberto,"$992,680","$1,349,491",2010
Luther Head,"$992,680","$1,349,491",2010
Antoine Wright,"$992,680","$1,349,491",2010
Patrick Mills,"$937,195","$1,274,063",2010
DeJuan Blair,"$918,000","$1,247,968",2010
Von Wafer,"$915,852","$1,245,048",2010
Leon Powe,"$915,852","$1,245,048",2010
Shelden Williams,"$915,852","$1,245,048",2010
Sam Young,"$886,000","$1,204,466",2010
Shawne Williams,"$885,210","$1,203,392",2010
Josh McRoberts,"$885,120","$1,203,270",2010
Dominic McGuire,"$884,120","$1,201,910",2010
Chris Quinn,"$861,978","$1,171,809",2010
Acie Law,"$859,087","$1,167,879",2010
DeAndre Jordan,"$854,389","$1,161,493",2010
Mario Chalmers,"$854,389","$1,161,493",2010
Luc Mbah a Moute,"$854,389","$1,161,493",2010
Chris Douglas-Roberts,"$854,389","$1,161,493",2010
Henry Walker,"$854,389","$1,161,493",2010
Darnell Jackson,"$854,389","$1,161,493",2010
Sonny Weems,"$854,389","$1,161,493",2010
Joey Dorsey,"$854,389","$1,161,493",2010
Cartier Martin,"$854,389","$1,161,493",2010
Chase Budinger,"$780,871","$1,061,549",2010
